SENSOR_PROTOCOL_IDENT,HEALTH_PROTOCOL_TYPE_IDENT,SENSOR_PROTOCOL_CODE,DESCRIPTION,LOCALIZED_DESCRIPTION,DATA_TYPE,UOM_CODE,ACTIVE,BITLENGTH,SLOPE,OFFSET,NAME,EXPRESSION,KALMAN_Q,KALMAN_R,APPLY_FILTER,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,GROUP,ACCESS
91,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12053,Bucket Roll-Out 2 Pressure  (EX8000-6BH Only),NULL,?,MPA,Y,8,1,0,Bucket Roll-Out 2 Pressure  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12055,Bucket Roll-Out 2 Current  (EX8000-6BH Only),NULL,?,MAMPS,Y,16,1,0,Bucket Roll-Out 2 Current  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12045,Arm Roll-In 2 Pressure  (EX8000-6BH Only),NULL,?,MPA,Y,8,1,0,Arm Roll-In 2 Pressure  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12047,Arm Roll-In 2 Current  (EX8000-6BH Only),NULL,?,MAMPS,Y,16,1,0,Arm Roll-In 2 Current  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12049,Arm Roll-Out 2 Pressure  (EX8000-6BH Only),NULL,?,MPA,Y,8,1,0,Arm Roll-Out 2 Pressure  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN12051,Arm Roll-Out 2 Current  (EX8000-6BH Only),NULL,?,MAMPS,Y,16,1,0,Arm Roll-Out 2 Current  (EX8000-6BH Only),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN01034,Drain Pressure #1 of Left Pump,NULL,?,MPA,Y,8,1,0,Drain Pressure #1 of Left Pump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN01035,Drain Pressure #2 of Left Pump,NULL,?,MPA,Y,8,1,0,Drain Pressure #2 of Left Pump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,7FFE19C3-F1F1-477C-8B52-3204DE03F142,SPN01036,Drain Pressure #3 of Left Pump,NULL,?,MPA,Y,8,1,0,Drain Pressure #3 of Left Pump,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19430,Payloads Status (Transit State),NULL,?,STATE,Y,8,1,0,Payload Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN10401,Hydraulic Oil Temperature,NULL,?,C,Y,8,1,-40,Hydraulic Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN10400,Brake/Steering Oil Pressure,NULL,?,MPA,Y,16,1,0,Brake/Steering Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14525,Body Angle,NULL,?,PERCENT,Y,8,1,0,Body Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16422,Brake Cooling Oil Temperature,NULL,?,C,Y,8,1,-40,Brake Cooling Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16402,Incline meterX (Pitch),NULL,?,DEG,Y,16,1,-200,Incline meterX (Pitch),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN03408,Travel Speed,NULL,?,KM/H,Y,16,1,0,Travel Speed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14526,Travel Mode,NULL,?,STATE,Y,8,1,0,Travel Mode,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN02400,Shift Lever Position,NULL,?,STATE,Y,8,1,0,Shift Lever Position,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN02448,Wheel Motor Temp (Right),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN02449,Wheel Motor Temp (Left),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00046,Engine Speed,NULL,?,RPM,Y,16,1,0,EngineSpeed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00006,Engine Coolant Water Temperature,NULL,?,C,Y,8,1,-40,EngineCoolantWaterTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00021,Intake Manifold Temperature 1,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00022,Intake Manifold Temperature 2,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00231,Intake Manifold Temperature 3,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00232,Intake Manifold Temperature 4,NULL,?,C,Y,8,1,-40,AfterCoolerTemp 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00012,Engine Oil Temperature,NULL,?,C,Y,16,1,-273,EngineOilTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00011,Engine Oil Pressure,NULL,?,KPA,Y,8,1,0,EngineOilPress,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14527,Fuel Gauge of Display,NULL,?,STATE,Y,8,1,0,Fuel Gauge,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00016,Boost Pressure Left bank,NULL,?,KPA,Y,8,1,0,Boost Pressure1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00017,Boost Pressure Right bank,NULL,?,KPA,Y,8,1,0,Boost Pressure2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00120,Exhaust Temperature #1,NULL,?,C,Y,16,1,-273,Exhaust Temperature #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00121,Exhaust Temperature #2,NULL,?,C,Y,16,1,-273,Exhaust Temperature #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00122,Exhaust Temperature #3,NULL,?,C,Y,16,1,-273,Exhaust Temperature #3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00123,Exhaust Temperature #4,NULL,?,C,Y,16,1,-273,Exhaust Temperature #4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00124,Exhaust Temperature #5,NULL,?,C,Y,16,1,-273,Exhaust Temperature #5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00125,Exhaust Temperature #6,NULL,?,C,Y,16,1,-273,Exhaust Temperature #6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00126,Exhaust Temperature #7,NULL,?,C,Y,16,1,-273,Exhaust Temperature #7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00127,Exhaust Temperature #8,NULL,?,C,Y,16,1,-273,Exhaust Temperature #8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00128,Exhaust Temperature #9,NULL,?,C,Y,16,1,-273,Exhaust Temperature #9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00129,Exhaust Temperature #10,NULL,?,C,Y,16,1,-273,Exhaust Temperature #10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00130,Exhaust Temperature #11,NULL,?,C,Y,16,1,-273,Exhaust Temperature #11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00131,Exhaust Temperature #12,NULL,?,C,Y,16,1,-273,Exhaust Temperature #12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00132,Exhaust Temperature #13,NULL,?,C,Y,16,1,-273,Exhaust Temperature #13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00133,Exhaust Temperature #14,NULL,?,C,Y,16,1,-273,Exhaust Temperature #14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00134,Exhaust Temperature #15,NULL,?,C,Y,16,1,-273,Exhaust Temperature #15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00135,Exhaust Temperature #16,NULL,?,C,Y,16,1,-273,Exhaust Temperature #16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19411,Strut Pressure Left Front,NULL,?,MPA,Y,16,1,0,Strut Pressure Left Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19412,Strut Pressure Right Front,NULL,?,MPA,Y,16,1,0,Strut Pressure Right Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19413,Strut Pressure Left Rear,NULL,?,MPA,Y,16,1,0,Strut Pressure Left Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19414,Strut Pressure Right Rear,NULL,?,MPA,Y,16,1,0,Strut Pressure Right Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN00044,Ambient Temperature,NULL,?,C,Y,8,1,-40,AmbientTemperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19441,Payload Number after Power ON,NULL,?,,Y,16,1,0,Payload Number after Power ON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19443,Payload (Measurement),NULL,?,TON,Y,16,1,0,Payload (Measurement),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19534,Payload (Static),NULL,?,TON,Y,16,1,0,Payload (Static),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN19535,Payload (Dynamic),NULL,?,TON,Y,16,1,0,Payload (Dynamic),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN05421,Trolley Voltage Feedback,NULL,?,VOLTS,Y,16,1,0,Trolley Voltage Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN05422,Trolley P Current Feedback,NULL,?,AMPS,Y,16,1,0,Trolley P Current Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN05423,Trolley N Current Feedback,NULL,?,AMPS,Y,16,1,0,Trolley N Current Feedback,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16414,Service Brake Switch,NULL,?,STATE,Y,2,1,0,Service Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14501,Central Indicator,NULL,?,STATE,Y,2,1,0,Central Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14502,Hydraulic Oil Level Indicator,NULL,?,STATE,Y,2,1,0,Hydraulic Oil Level Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14503,Hydraulic Oil Overheat Indicator,NULL,?,STATE,Y,2,1,0,Hydraulic Oil Overheat Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14504,Seat Belt & No Driver On Seat Warning Indicator,NULL,?,STATE,Y,2,1,0,Seat Belt & No Driver On Seat Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14505,Brake/Steering Oil Pressure Warning Indicator,NULL,?,STATE,Y,2,1,0,Brake/Steering Oil Pressure Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14506,Parking Brake Indicator,NULL,?,STATE,Y,2,1,0,Parking Brake Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14507,Load/Dump Brake Status Indicator,NULL,?,STATE,Y,2,1,0,Load/Dump Brake Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14508,Auto-Lubrication Indicator,NULL,?,STATE,Y,2,1,0,Auto-Lubrication Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14509,Dump Body Up Status Indicator,NULL,?,STATE,Y,2,1,0,Dump Body Up Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14510,Hoist Level Position Status Indicator,NULL,?,STATE,Y,2,1,0,Hoist Level Position Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14511,Stop Valve Indicator,NULL,?,STATE,Y,2,1,0,Stop Valve Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14404,Emergency Engine Stop Switch,NULL,?,STATE,Y,2,1,0,Emergency Engine Stop Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14512,AC Drive System Status Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14513,AC Drive System Maintenance Required Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Maintenance Required Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14514,Retarder Status Indicator,NULL,?,STATE,Y,2,1,0,Retarder Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14515,Wheel Motor Temp Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor Temp Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14516,Wheel Motor & Alternator Blower Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor & Alternator Blower Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14517,Grid Dry Indicator,NULL,?,STATE,Y,2,1,0,Grid Dry Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14528,Trolley Indicator,NULL,?,STATE,Y,2,1,0,Trolley Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14529,HDC Indicator,NULL,?,STATE,Y,2,1,0,HDC Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14518,Engine Shutdown/Service Indicator,NULL,?,STATE,Y,2,1,0,Engine Shutdown/Service Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14519,Engine Coolant Level Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Level Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14520,Engine Coolant Overheat Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Overheat Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14521,Engine Oil Pressure Indicator,NULL,?,STATE,Y,2,1,0,Engine Oil Pressure Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14522,Air Cleaner Restriction Warning Indicator,NULL,?,STATE,Y,2,1,0,Air Cleaner Restriction Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14523,Battery Charge Warning Indicator,NULL,?,STATE,Y,2,1,0,Battery Charge Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14524,Fuel Empty Indicator,NULL,?,STATE,Y,2,1,0,Fuel Empty Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14402,Inhibit Propel,NULL,?,STATE,Y,2,1,0,Inhibit Propel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN14403,Reverse Alarm,NULL,?,STATE,Y,2,1,0,Reverse Alarm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,,Engine On,NULL,?,STATE,Y,2,1,0,Engine On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,,Gear Oil Temperature,NULL,?,C,Y,8,1,-40,Gear Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,,MotorTemp,NULL,?,C,Y,8,1,-40,MotorTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN13422,Reduction Gear Oil Pressure Left,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN13423,Reduction Gear Oil Pressure Right,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN15415,Seat Belt Reminder Buzzer,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Buzzer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN15426,Seat Belt Reminder Lamp,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN15425,Seat Belt Reminder Switch,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16408,Parking Brake Release Pressure Status,NULL,?,STATE,Y,2,1,0,Parking Brake Release Pressure Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16406,Parking Brake Switch,NULL,?,STATE,Y,2,1,0,Parking Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16412,Load Dump Lamp,NULL,?,STATE,Y,2,1,0,Load Dump Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16410,Load Dump Brake Switch,NULL,?,STATE,Y,2,1,0,Load Dump Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16404,Servise Brake Oil Pressure #Front,NULL,?,KPA,Y,16,1,0,Servise Brake Oil Pressure #Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16405,Service Brake Oil Pressure #Rear,NULL,?,KPA,Y,16,1,0,Service Brake Oil Pressure #Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16425,Parking Brake Release Pressure,NULL,?,KPA,Y,16,1,0,Parking Brake Release Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN16424,Brake Cooling Oil Pressure,NULL,?,KPA,Y,16,1,0,Brake Cooling Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN15414,AirConditioner Compresser Pressure,NULL,?,STATE,Y,2,1,0,AirConditionar Compresser Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,C30CC64E-FA26-4067-8177-4CD5BCC7AE9C,SPN01400,Hoist Pump Oil Pressure,NULL,?,KPA,Y,16,1,0,Hoist Pump Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
