EQUIP_IDENT,SITE_IDENT,10368000.00,CREATED,TIME_IN_RFC3339,ALARM_PROTOCOL_IDENT,ACTIVE,HEALTH_PROTOCOL_TYPE_IDENT
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568113150663000000.00,1578481151,2020-01-08 10:59:11,10088,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568113189155000000.00,1578481189,2020-01-08 10:59:49,10089,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568113407397000000.00,1578481407,2020-01-08 11:03:27,10090,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568124358345000000.00,1578492358,2020-01-08 14:05:58,10091,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568124568888000000.00,1578492569,2020-01-08 14:09:29,10092,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568129939386000000.00,1578497939,2020-01-08 15:38:59,10093,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568130399726000000.00,1578498400,2020-01-08 15:46:40,10094,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568134620781000000.00,1578502621,2020-01-08 16:57:01,10095,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568136228703000000.00,1578504229,2020-01-08 17:23:49,10096,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568137828070000000.00,1578505828,2020-01-08 17:50:28,10097,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568138287660000000.00,1578506288,2020-01-08 17:58:08,10098,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568145077181000000.00,1578513077,2020-01-08 19:51:17,10099,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568148206942000000.00,1578516207,2020-01-08 20:43:27,10100,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568163053948000000.00,1578531054,2020-01-09 00:50:54,10101,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568163204533000000.00,1578531205,2020-01-09 00:53:25,10102,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568178184377000000.00,1578546184,2020-01-09 05:03:04,10103,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568178338281000000.00,1578546338,2020-01-09 05:05:38,10104,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568184024095000000.00,1578552024,2020-01-09 06:40:24,10105,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568184199337000000.00,1578552199,2020-01-09 06:43:19,10106,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568188771825000000.00,1578556772,2020-01-09 07:59:32,10107,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568191496129000000.00,1578559496,2020-01-09 08:44:56,10108,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568198863305000000.00,1578566863,2020-01-09 10:47:43,10109,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568199112899000000.00,1578567113,2020-01-09 10:51:53,10110,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568202724700000000.00,1578570725,2020-01-09 11:52:05,10111,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568203827912000000.00,1578571828,2020-01-09 12:10:28,10112,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568204028645000000.00,1578572029,2020-01-09 12:13:49,10113,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568204576699000000.00,1578572577,2020-01-09 12:22:57,10114,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568204645861000000.00,1578572646,2020-01-09 12:24:06,10115,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568207980004000000.00,1578575980,2020-01-09 13:19:40,10116,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568210695812000000.00,1578578696,2020-01-09 14:04:56,10117,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568212427528000000.00,1578580428,2020-01-09 14:33:48,10118,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568218415660000000.00,1578586416,2020-01-09 16:13:36,10119,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568219136667000000.00,1578587137,2020-01-09 16:25:37,10120,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568222908935000000.00,1578590909,2020-01-09 17:28:29,10121,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568223379103000000.00,1578591379,2020-01-09 17:36:19,10122,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568226552938000000.00,1578594553,2020-01-09 18:29:13,10123,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568226560140000000.00,1578594560,2020-01-09 18:29:20,10124,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568226666654000000.00,1578594667,2020-01-09 18:31:07,10125,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568226670169000000.00,1578594670,2020-01-09 18:31:10,10126,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568227567896000000.00,1578595568,2020-01-09 18:46:08,10127,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568227726405000000.00,1578595726,2020-01-09 18:48:46,10128,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568231671256000000.00,1578599671,2020-01-09 19:54:31,10129,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568234609775000000.00,1578602610,2020-01-09 20:43:30,10130,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568245875845000000.00,1578613876,2020-01-09 23:51:16,10131,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568246516608000000.00,1578614517,2020-01-10 00:01:57,10132,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248749116000000.00,1578616749,2020-01-10 00:39:09,10133,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248754942000000.00,1578616755,2020-01-10 00:39:15,10134,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248897671000000.00,1578616898,2020-01-10 00:41:38,10135,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248907624000000.00,1578616908,2020-01-10 00:41:48,10136,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248918373000000.00,1578616918,2020-01-10 00:41:58,10137,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248918776000000.00,1578616919,2020-01-10 00:41:59,10138,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568248965367000000.00,1578616965,2020-01-10 00:42:45,10139,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568249143145000000.00,1578617143,2020-01-10 00:45:43,10140,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568253380919000000.00,1578621381,2020-01-10 01:56:21,10141,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568253565393000000.00,1578621565,2020-01-10 01:59:25,10142,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568259701622000000.00,1578627702,2020-01-10 03:41:42,10143,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568260209834000000.00,1578628210,2020-01-10 03:50:10,10144,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263664197000000.00,1578631664,2020-01-10 04:47:44,10145,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263667198000000.00,1578631667,2020-01-10 04:47:47,10146,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263670213000000.00,1578631670,2020-01-10 04:47:50,10147,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263680120000000.00,1578631680,2020-01-10 04:48:00,10148,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263806146000000.00,1578631806,2020-01-10 04:50:06,10149,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263806349000000.00,1578631806,2020-01-10 04:50:06,10150,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263832325000000.00,1578631832,2020-01-10 04:50:32,10151,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263839141000000.00,1578631839,2020-01-10 04:50:39,10152,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263843345000000.00,1578631843,2020-01-10 04:50:43,10153,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263848359000000.00,1578631848,2020-01-10 04:50:48,10154,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568263939073000000.00,1578631939,2020-01-10 04:52:19,10155,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568264282552000000.00,1578632283,2020-01-10 04:58:03,10156,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568276494737000000.00,1578644495,2020-01-10 08:21:35,10157,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568279346545000000.00,1578647347,2020-01-10 09:09:07,10158,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568292586170000000.00,1578660586,2020-01-10 12:49:46,10159,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568292770176000000.00,1578660770,2020-01-10 12:52:50,10160,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568301617988000000.00,1578669618,2020-01-10 15:20:18,10161,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568302115324000000.00,1578670115,2020-01-10 15:28:35,10162,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568309500363000000.00,1578677500,2020-01-10 17:31:40,10163,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568309968531000000.00,1578677969,2020-01-10 17:39:29,10164,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568315801323000000.00,1578683801,2020-01-10 19:16:41,10165,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568317300094000000.00,1578685300,2020-01-10 19:41:40,10166,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568320809423000000.00,1578688809,2020-01-10 20:40:09,10167,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568321659236000000.00,1578689659,2020-01-10 20:54:19,10168,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568321973152000000.00,1578689973,2020-01-10 20:59:33,10169,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568322068978000000.00,1578690069,2020-01-10 21:01:09,10170,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568322215434000000.00,1578690215,2020-01-10 21:03:35,10171,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568324715819000000.00,1578692716,2020-01-10 21:45:16,10172,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568324900542000000.00,1578692901,2020-01-10 21:48:21,10173,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568325130026000000.00,1578693130,2020-01-10 21:52:10,10174,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568334192116000000.00,1578702192,2020-01-11 00:23:12,10175,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568334283871000000.00,1578702284,2020-01-11 00:24:44,10176,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568338975535000000.00,1578706976,2020-01-11 01:42:56,10001,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568339915353000000.00,1578707915,2020-01-11 01:58:35,10002,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568341319401000000.00,1578709319,2020-01-11 02:21:59,10003,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568341518919000000.00,1578709519,2020-01-11 02:25:19,10004,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568342340365000000.00,1578710340,2020-01-11 02:39:00,10005,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568342358078000000.00,1578710358,2020-01-11 02:39:18,10006,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568342373893000000.00,1578710374,2020-01-11 02:39:34,10007,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568342374096000000.00,1578710374,2020-01-11 02:39:34,10008,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568346992618000000.00,1578714993,2020-01-11 03:56:33,10009,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568347097868000000.00,1578715098,2020-01-11 03:58:18,10010,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568352083085000000.00,1578720083,2020-01-11 05:21:23,10011,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568353031733000000.00,1578721032,2020-01-11 05:37:12,10012,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568363032480000000.00,1578731032,2020-01-11 08:23:52,10013,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568363032680000000.00,1578731033,2020-01-11 08:23:53,10014,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568364157532000000.00,1578732158,2020-01-11 08:42:38,10015,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568365730159000000.00,1578733730,2020-01-11 09:08:50,10016,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568375239473000000.00,1578743239,2020-01-11 11:47:19,10017,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568375355252000000.00,1578743355,2020-01-11 11:49:15,10018,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568379948691000000.00,1578747949,2020-01-11 13:05:49,10019,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568380249637000000.00,1578748250,2020-01-11 13:10:50,10020,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568388192276000000.00,1578756192,2020-01-11 15:23:12,10021,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568388499264000000.00,1578756499,2020-01-11 15:28:19,10022,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568400232872000000.00,1578768233,2020-01-11 18:43:53,10023,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568400372109000000.00,1578768372,2020-01-11 18:46:12,10024,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568405967125000000.00,1578773967,2020-01-11 20:19:27,10025,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568406094853000000.00,1578774095,2020-01-11 20:21:35,10026,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568410770079000000.00,1578778770,2020-01-11 21:39:30,10027,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568410850829000000.00,1578778851,2020-01-11 21:40:51,10028,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568418112482000000.00,1578786112,2020-01-11 23:41:52,10029,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568418397726000000.00,1578786398,2020-01-11 23:46:38,10030,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568419538738000000.00,1578787539,2020-01-12 00:05:39,10031,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
1CF1CFD0-3EEF-48EC-8192-94F527B4E6AD,7509c107-ce13-498e-9ae4-755549491604,1568419679964000000.00,1578787680,2020-01-12 00:08:00,10032,1,05EAAC07-2A3D-4E72-913A-7ACA936B9455
